Nombre,Ultimo,Maximo,Minimo,Var,Porc_Var
Nouveau Monde Graphite,"5,020","5,220","4,910","-0,150","-2,90%"
Nov,"22,80","24,09","22,72","-0,77","-3,27%"
Novartis ADR,"92,16","93,25","92,12","-0,22","-0,24%"
Novo Nordisk ADR,"139,76","140,95","139,69","+0,78","+0,56%"
Now Inc,"12,510","13,210","12,480","-0,500","-3,84%"
NRG,"31,63","32,47","31,57","-0,52","-1,62%"
Nu Holdings,"3,64","3,77","3,56","-0,03","-0,82%"
Nu Skin,"41,21","42,50","41,09","-0,66","-1,58%"
Nucor,"152,35","159,63","152,25","-2,78","-1,79%"
Nuscale Power,"10,36","10,88","10,32","-0,05","-0,48%"
Nutrien,"77,35","79,37","76,66","+1,08","+1,42%"
Nuvation Bio,"2,290","2,430","2,265","-0,050","-2,14%"
nVent Electric,"39,24","40,15","39,24","-0,62","-1,56%"
NVR,"4.999,2","5.106,5","4.974,5","+9,4","+0,19%"
O-I Glass,"18,47","19,05","18,47","-0,48","-2,53%"
Oak Street Health,"28,61","29,14","27,66","+0,97","+3,51%"
Occidental,"64,42","67,05","64,28","-0,30","-0,46%"
Oceaneering International,"18,35","20,21","18,27","-1,66","-8,30%"
Ocwen,"34,55","34,82","33,57","-0,07","-0,20%"
Offerpad Solutions,"0,675","0,770","0,669","-0,054","-7,35%"
OFG Bancorp,"27,25","27,94","27,16","-0,71","-2,54%"
OGE Energy,"38,75","39,80","38,67","-0,79","-2,00%"
Oil States,"8,070","8,880","8,030","-0,580","-6,71%"
Oil-Dri Of America,"35,09","35,14","34,55","-0,09","-0,26%"
Old Republic,"23,75","24,22","23,67","-0,39","-1,62%"
Olin,"55,52","56,80","55,37","+0,11","+0,20%"
Olo,"7,02","7,41","7,01","-0,25","-3,44%"
Omega Healthcare,"28,18","28,58","27,98","-0,16","-0,56%"
Omnicom,"82,58","83,92","82,07","-1,10","-1,31%"
On Holding,"20,82","21,64","20,70","-0,54","-2,53%"
ON24,"8,71","9,04","8,54","-0,22","-2,41%"
One Gas Inc,"77,27","79,20","76,96","-1,66","-2,10%"
One Liberty,"23,52","24,30","23,48","-0,51","-2,12%"
Oneconnect Fin,"7,47","9,49","7,41","-2,05","-21,53%"
OneMain Holdings,"38,87","40,07","38,74","-0,62","-1,57%"
ONEOK,"68,65","71,19","68,53","-1,47","-2,10%"
Onto Innovation,"76,35","79,02","76,35","-0,66","-0,86%"
Ooma Inc,"14,54","14,61","14,01","+0,47","+3,34%"
Oppenheimer,"45,97","47,30","45,79","-0,65","-1,39%"
OppFi,"2,05","2,26","2,04","-0,11","-5,09%"
Oracle,"86,71","88,63","86,60","-1,89","-2,13%"
Orange ADR,"10,38","10,51","10,38","-0,10","-0,95%"
Orchid Isla,"11,960","12,140","11,890","-0,020","-0,17%"
Organon Co,"31,94","32,43","31,85","-0,14","-0,44%"
Original Bark,"1,81","1,98","1,80","-0,10","-5,24%"
Orion Engineered Carbons,"19,64","20,01","19,62","-0,02","-0,10%"
Orion Group,"2,900","2,950","2,770","-0,100","-3,33%"
Orion Office Reit,"8,95","9,11","8,88","+0,08","+0,90%"
Orix,"86,25","87,44","86,04","-0,38","-0,44%"
Ormat,"90,63","92,48","90,01","-0,27","-0,30%"
Oscar Health,"3,05","3,15","3,01","+0,01","+0,33%"
Oshkosh,"93,28","94,75","92,67","-0,74","-0,79%"
Osisko Development,"4,60","4,70","4,58","-0,07","-1,50%"
Osisko Gold Ro,"13,01","13,25","12,99","+0,01","+0,08%"
Otis Worldwide,"81,79","83,40","81,77","-1,19","-1,43%"
Ouster,"1,23","1,32","1,21","-0,04","-3,15%"
Outfront Media,"18,69","19,31","18,66","-0,36","-1,89%"
Overseas Shipholding,"3,640","3,730","3,580","+0,090","+2,54%"
Ovintiv,"48,03","51,00","48,01","-1,96","-3,92%"
Owens Corning,"90,96","93,89","90,88","+0,46","+0,51%"
Owens&Minor,"20,06","20,94","20,04","-0,60","-2,90%"
Owlet,"0,568","0,661","0,568","-0,064","-10,18%"
Oxford Industries,"105,83","107,61","105,83","-0,27","-0,25%"
Packaging America,"130,91","134,20","130,88","-2,59","-1,94%"
Pagerduty,"26,92","28,42","26,83","-0,80","-2,89%"
PagSeguro Digital,"9,13","9,48","9,07","+0,06","+0,66%"
Palantir,"6,90","7,30","6,88","-0,17","-2,40%"
Pampa Energia ADR,"33,10","36,75","33,04","-2,02","-5,75%"
Par Pacific Holdings,"23,76","24,63","23,60","+0,14","+0,59%"
PAR Technology,"31,26","31,90","30,94","+0,68","+2,22%"
Paragon 28,"19,00","19,80","18,94","-0,59","-3,01%"
Paramount Group Inc,"6,10","6,30","6,08","-0,10","-1,61%"
Park Electrochemical,"13,61","13,94","13,54","-0,14","-1,02%"
Park Hotels & Resorts,"12,43","12,72","12,36","-0,25","-1,97%"
Parker-Hannifin,"307,81","317,54","307,45","-6,90","-2,19%"
Parsons,"43,22","44,05","43,12","-0,83","-1,88%"
Party City Holdco Inc,"0,374","0,390","0,330","+0,000","+0,00%"
Paycom Soft,"311,77","321,18","310,23","+1,47","+0,47%"
Paymentus,"8,44","8,98","8,41","-0,13","-1,52%"
Paysafe,"19,62","20,03","19,18","+0,82","+4,36%"
PBF Energy,"39,54","41,29","39,51","-0,64","-1,59%"
Peabody Energy,"27,430","29,530","27,410","-1,370","-4,76%"
Pearson ADR,"11,39","11,63","11,39","+0,19","+1,70%"
Pebblebrook Hotel,"14,19","14,36","14,10","-0,11","-0,77%"
Pediatrix Medical,"15,50","16,45","15,48","-0,76","-4,67%"
Pembina Pipeline,"35,82","36,80","35,76","-0,45","-1,24%"
PennyMac Financial,"63,65","65,25","63,46","-0,54","-0,84%"
PennyMac Mortgage,"14,60","14,79","14,47","+0,05","+0,34%"
Penske Automotive,"115,18","118,78","115,05","-0,76","-0,66%"
Pentair,"50,24","51,25","50,02","-0,29","-0,57%"
Penumbra Inc,"239,51","246,01","234,12","+6,38","+2,74%"
Perfect Corp,"7,340","7,490","7,200","-0,110","-1,48%"
Performance Food Group Co,"59,01","59,79","58,92","-0,24","-0,41%"
Perimeter Solutions,"9,25","9,41","9,15","+0,05","+0,54%"
PerkinElmer,"132,57","135,19","131,91","+0,09","+0,07%"
Permian Basin Royalty Trust,"24,570","25,370","24,330","-0,030","-0,12%"
Permian Resources,"10,120","10,550","10,080","+0,020","+0,20%"
Permianville Royalty,"2,9900","3,0900","2,9600","-0,0200","-0,66%"
PermRock Royalty,"7,500","7,630","7,390","-0,020","-0,27%"
Perrigo,"35,60","36,88","35,57","-1,19","-3,23%"
Petroleo Brasileiro ADR Reptg 2 Pref,"9,66","10,18","9,65","-0,39","-3,88%"
Petroleo Brasileiro Petrobras ADR,"10,98","11,53","10,98","-0,33","-2,92%"
Pfizer,"45,00","45,85","44,97","-1,08","-2,34%"
PG E,"15,61","15,98","15,55","-0,26","-1,64%"
PGT Innovations,"19,64","20,45","19,62","-0,16","-0,81%"
Philip Morris,"99,26","101,41","98,65","-1,97","-1,95%"
Phillips 66,"102,71","105,51","102,30","+0,20","+0,20%"
Phoenix New Media,"2,5300","2,6300","2,4800","-0,0200","-0,78%"
Phreesia,"35,70","36,44","35,10","+0,70","+2,00%"
PHX Minerals,"3,810","4,020","3,780","-0,260","-6,39%"
Physicians Realty Trust,"15,19","15,50","15,18","-0,17","-1,11%"
Piedmont Office,"9,91","10,16","9,78","-0,19","-1,88%"
Pinnacle West,"74,39","75,29","74,01","-0,72","-0,96%"
Pinterest,"26,08","26,98","25,98","-0,54","-2,03%"
Pioneer Natural,"233,97","243,11","233,65","-3,93","-1,65%"
Piper Sandler,"139,18","143,51","139,10","-2,03","-1,44%"
Pitney Bowes,"4,260","4,510","4,235","-0,140","-3,18%"
PJT Partners Inc,"76,38","77,63","76,03","-0,22","-0,29%"
Planet Fitness Inc,"82,94","84,38","82,37","+0,37","+0,45%"
Planet Labs PBC,"4,96","5,15","4,95","-0,08","-1,59%"
PlayAGS,"5,150","5,300","5,080","+0,090","+1,78%"
PLDT ADR,"25,98","26,36","25,64","+0,13","+0,50%"
Plymouth Industrial,"20,99","21,34","20,91","+0,02","+0,10%"
PNC Financial,"152,07","155,21","149,59","-9,78","-6,04%"
PNM Resources,"49,26","49,60","49,25","-0,21","-0,42%"
Polaris Industries,"103,15","108,77","102,88","-3,79","-3,54%"
Portland General Electric,"46,83","48,04","46,52","-1,03","-2,15%"
POSCO,"60,63","61,45","60,61","-0,66","-1,08%"
Post,"92,36","95,24","92,35","-2,58","-2,72%"
Postal Realty,"14,98","15,14","14,96","-0,09","-0,60%"
Powerschool Holdings,"24,31","24,94","24,18","-0,37","-1,50%"
PPG Industries,"127,78","132,00","127,71","-2,84","-2,17%"
PPL,"29,71","30,63","29,67","-0,88","-2,88%"
Precision Drilling,"81,41","83,48","80,89","-0,48","-0,59%"
Prestige Brand,"65,83","66,21","65,62","-0,01","-0,02%"
Primerica,"149,34","152,68","149,34","-2,41","-1,59%"
Primo Water,"15,25","15,38","15,08","-0,09","-0,59%"
ProAssurance,"18,79","18,99","18,50","-0,02","-0,11%"
Procore Technologies,"52,66","55,45","52,43","-0,77","-1,44%"
Procter&Gamble,"146,41","149,93","146,04","-4,03","-2,68%"
PROG Holdings,"19,81","20,52","19,66","+0,25","+1,28%"
Progressive,"128,23","130,77","128,02","-2,46","-1,88%"
Prologis,"122,65","125,34","121,39","+1,23","+1,01%"
PropertyGuru Group,"4,44","4,50","4,44","-0,08","-1,77%"
ProPetro,"9,49","10,48","9,44","-0,84","-8,13%"
PROS,"23,16","24,46","22,98","-0,71","-2,97%"
Prosperity Bancshares,"72,90","75,16","72,77","-1,56","-2,10%"
Proto Labs,"27,64","28,16","27,45","+0,11","+0,40%"
Provident,"21,94","22,25","21,86","-0,43","-1,92%"
Prudential Financial,"98,57","101,19","98,37","-2,51","-2,48%"
Prudential Public ADR,"32,01","32,67","32,01","-0,02","-0,06%"
Public Service Enterprise,"60,83","62,96","60,76","-2,07","-3,29%"
Public Storage,"285,78","292,82","284,53","-5,82","-2,00%"
PulteGroup,"50,97","52,28","50,88","-0,10","-0,20%"
Pure Storage Inc,"26,74","27,63","26,70","-0,40","-1,47%"
PVH,"85,20","88,09","84,78","-1,34","-1,55%"
Q2 Holdings,"31,17","32,83","30,91","-0,63","-1,98%"
Qiagen,"49,86","50,70","49,82","-0,36","-0,72%"
Quad Graphics,"4,420","4,450","4,300","-0,010","-0,23%"
Quaker Chemical,"185,47","193,16","184,19","-2,84","-1,51%"
Quanex Building Products,"24,47","25,19","24,41","-0,40","-1,61%"
Quanta Services,"144,30","150,59","143,34","-3,97","-2,68%"
Quantum FinTech Acquisition Corp,"10,12","10,13","10,12","0,00","0,00%"
Quantumscape,"7,36","7,97","7,27","-0,23","-3,03%"
Qudian Inc,"1,020","1,113","1,010","-0,050","-4,67%"
Quest Diagnostics,"145,10","147,62","145,08","-2,45","-1,66%"
Quotient Technology,"3,31","3,65","3,30","-0,28","-7,80%"
Radian,"20,62","21,23","20,38","+0,82","+4,14%"
Rafael B,"2,09","2,17","2,05","0,00","0,00%"
Ralph Lauren A,"118,92","121,45","118,82","-0,35","-0,29%"
Range Resources,"25,40","26,33","25,34","-0,43","-1,66%"
Ranger Energy Services,"11,130","11,580","11,069","-0,280","-2,45%"
Ranpak Holdings,"7,30","7,65","7,01","+0,12","+1,67%"
Raymond James Financial,"114,42","117,00","114,09","-2,59","-2,21%"
Rayonier,"34,03","34,72","33,90","-0,38","-1,10%"
Rayonier Advanced Materials,"7,410","7,540","7,190","+0,130","+1,79%"
Raytheon Technologies,"95,74","98,66","95,67","-2,69","-2,73%"
RBC,"99,66","101,57","99,61","-1,41","-1,40%"
RBC Bearings,"234,06","235,58","231,45","+2,32","+1,00%"
Re Max Holding,"20,60","21,29","20,56","-0,44","-2,09%"
Ready Capital,"12,35","12,56","12,33","-0,01","-0,08%"
Realty Income,"66,04","67,10","65,71","-0,85","-1,27%"
Redwire,"2,48","2,79","2,45","-0,22","-8,15%"
Redwood,"7,70","7,81","7,65","+0,07","+0,92%"
Regal Beloit,"133,54","138,10","133,32","-3,09","-2,26%"
Regional Management,"32,56","32,93","32,19","+0,02","+0,06%"
Regions Financial,"21,82","22,55","21,80","-0,61","-2,72%"
Regis,"1,490","1,610","1,480","-0,040","-2,61%"
Reinsurance of America,"141,22","144,47","141,21","-3,07","-2,13%"
Reliance Steel&Aluminum,"210,69","217,58","210,56","-3,33","-1,56%"
Relx ADR,"29,41","30,03","29,40","+0,13","+0,43%"
Renaissancere,"193,37","196,48","192,01","-1,25","-0,64%"
Renren,"2,07","2,16","1,92","+0,19","+10,11%"
Rentokil Initial ADR,"31,56","32,32","31,56","-0,13","-0,41%"
Republic Services,"122,13","126,69","122,12","-3,55","-2,82%"
Resideo Tech,"17,41","18,15","17,41","-0,39","-2,19%"
ResMed,"225,97","231,94","225,13","+0,59","+0,26%"
Resolute Forest Products,"21,26","21,50","21,24","-0,25","-1,16%"
Restaurant Brands Int,"65,00","66,70","64,25","-1,32","-1,99%"
Rev Group,"13,14","13,53","13,12","-0,23","-1,72%"
Revolve,"23,69","25,05","23,39","-0,33","-1,37%"
REX American Resources,"30,23","32,40","30,14","-1,70","-5,32%"
Rexford Inl Rty,"59,47","59,75","58,58","+0,90","+1,54%"
RH,"300,43","313,55","298,61","-8,82","-2,85%"
Ringcentral Inc,"36,34","38,59","36,22","-0,16","-0,44%"
Rio Tinto ADR,"76,40","78,16","76,36","+0,43","+0,57%"
Riskified,"5,26","5,32","5,18","-0,02","-0,38%"
Ritchie Bros Auctioneers,"59,48","59,96","59,34","-0,35","-0,59%"
Rite Aid,"3,26","3,44","3,24","-0,11","-3,26%"
Rithm Capital,"8,87","8,99","8,84","+0,03","+0,34%"
RLI,"136,60","138,90","136,08","-0,78","-0,57%"
RLJ Lodging,"11,17","11,51","11,11","-0,28","-2,45%"
RLX Technology,"2,500","2,710","2,465","-0,110","-4,21%"
Robert Half,"76,81","78,19","76,28","-0,01","-0,01%"
Roblox,"35,76","37,35","35,41","-1,36","-3,66%"
Rocket,"8,55","8,80","8,43","+0,21","+2,52%"
Rockley Photonics Holdings,"0,20","0,24","0,20","-0,02","-10,29%"
Rockwell Automation,"274,42","283,06","273,72","-7,77","-2,75%"
Rogers,"130,06","131,82","129,39","+0,06","+0,05%"
Rogers Communications,"48,16","49,05","47,95","-0,63","-1,29%"
Rollins,"36,68","37,47","36,62","-0,55","-1,48%"
Roper Technologies,"437,81","448,72","436,77","-7,25","-1,63%"
Royal Caribbean Cruises,"62,22","65,26","61,86","-1,94","-3,02%"
RPC,"8,840","9,800","8,840","-0,730","-7,63%"
RPM,"85,66","87,58","85,58","-1,12","-1,29%"
RPT Realty,"10,06","10,34","9,98","-0,17","-1,66%"
Rubicon Tech Class A,"1,85","2,04","1,85","-0,10","-5,13%"
Rush Street Interactive,"4,01","4,16","3,98","+0,01","+0,25%"
RXO Inc,"16,97","17,40","16,75","+0,02","+0,12%"
Ryan Specialty Group Holdings,"42,88","43,86","42,88","-0,70","-1,61%"
Ryder System,"92,73","94,68","92,73","+0,09","+0,10%"
Ryerson Holding,"31,82","33,17","31,80","-0,48","-1,49%"
Ryman Hospitality Properties,"85,11","87,12","84,50","-1,65","-1,90%"
S&P Global,"364,10","374,36","363,83","-3,31","-0,90%"
Sabesp ADR,"10,690","10,985","10,640","-0,170","-1,57%"
Sabine Royalty Trust,"87,52","91,10","87,27","-2,16","-2,41%"
Safe Bulkers,"3,050","3,227","3,040","-0,080","-2,56%"
Safehold,"33,12","34,58","32,70","-0,80","-2,36%"
Salesforce Inc,"145,45","149,54","145,29","-3,02","-2,03%"
Sally Beauty,"14,65","15,09","14,64","-0,06","-0,41%"
Samsara,"12,46","13,04","12,37","-0,14","-1,11%"
San Juan Basin Royalty Trust,"10,480","10,880","10,410","-0,200","-1,87%"
Sandridge Energy,"16,770","17,790","16,730","-0,660","-3,79%"
Sandstorm Gold Ltd N,"5,580","5,840","5,570","-0,120","-2,11%"
Santander ADR,"3,330","3,390","3,320","0,000","0,00%"
Santander Chile ADR,"15,76","15,99","15,56","+0,04","+0,25%"
Santander Mexico B ADR,"6,280","6,310","6,210","+0,040","+0,64%"
SAP ADR,"117,08","118,80","116,92","+0,87","+0,75%"
Sasol ADR,"17,01","17,48","17,00","+0,08","+0,47%"
Saul Centers,"40,68","41,72","40,67","-0,94","-2,26%"
Schlumberger,"57,13","59,45","57,03","-1,33","-2,28%"
Schneider National,"24,99","25,39","24,76","+0,17","+0,68%"
SCI,"69,37","70,57","69,37","-0,56","-0,80%"
Science Applications,"101,99","105,75","101,68","-3,30","-3,13%"
Scorpio Tankers,"50,27","53,72","50,24","-2,31","-4,39%"
Scotts Miracle-Gro,"60,61","62,98","60,50","-1,56","-2,51%"
Scully Royalty,"8,30","8,36","8,28","-0,02","-0,24%"
Sculptor Capital,"8,56","8,72","8,35","-0,11","-1,27%"
Sea,"62,05","65,45","61,07","-0,14","-0,23%"
Seabridge Gold,"13,33","13,81","13,29","-0,21","-1,55%"
SEACOR Marine,"9,670","9,900","9,380","-0,130","-1,33%"
Seadrill Ltd,"35,76","36,42","35,38","+0,58","+1,65%"
Sealed Air,"54,07","54,89","53,95","+0,12","+0,22%"
SeaWorld Entertainment,"57,62","59,08","57,45","-0,84","-1,44%"
Select Energy Services,"8,700","9,520","8,670","-0,620","-6,65%"
Select Medical,"27,50","29,55","27,45","-1,29","-4,48%"
Selectquote,"0,71","0,86","0,71","-0,09","-10,97%"
Sempra Energy,"156,69","162,53","156,11","-5,08","-3,14%"
Semrush Holdings,"8,09","8,25","8,02","+0,01","+0,12%"
Sendas Distribuidora,"19,68","20,30","19,67","0,00","0,00%"
Sensata Tech,"44,94","45,71","44,90","+0,10","+0,22%"
Sensient Technologies,"76,04","77,96","75,87","-1,50","-1,93%"
SentinelOne,"14,01","15,20","13,99","-0,50","-3,45%"
Sequans Communications,"3,300","3,340","3,293","+0,080","+2,48%"
Seritage Growth Properties,"11,97","12,21","11,84","-0,14","-1,16%"
ServiceNow Inc,"416,20","431,50","414,64","-2,04","-0,49%"
ServisFirst Bancshares,"70,30","72,00","69,97","-1,64","-2,28%"
SES AI,"3,52","3,65","3,52","-0,01","-0,28%"
SFLoration Ltd,"9,630","9,900","9,625","-0,100","-1,03%"
SGHC Limited,"3,10","3,35","2,95","-0,18","-5,49%"
Shake Shack Inc,"54,39","58,61","54,10","-3,40","-5,88%"
Shapeways Holdings,"0,59","0,63","0,59","-0,02","-3,12%"
Shaw B,"28,60","28,74","28,43","+0,03","+0,11%"
Shell ADR,"58,39","60,14","58,33","-1,01","-1,70%"
Sherwin-Williams,"244,27","249,92","244,09","-3,53","-1,42%"
Shift4 Payments Inc,"61,27","65,79","61,13","-3,32","-5,14%"
Shinhan,"34,32","34,86","34,32","-0,65","-1,86%"
Shopify Inc,"39,17","41,03","39,10","-0,81","-2,03%"
Shutterstock,"61,38","62,47","61,03","-0,01","-0,02%"
Sibanye Gold ADR,"11,44","12,01","11,42","-0,20","-1,72%"
SID Nacional ADR,"3,350","3,450","3,350","+0,040","+1,21%"
SIGNA Sports United BV,"5,090","5,240","4,960","-0,020","-0,39%"
Signet Jewelers,"73,30","75,77","72,74","-0,91","-1,23%"
Signify Health,"28,98","29,02","28,80","+0,12","+0,42%"
Silgans,"51,26","52,53","51,18","-1,12","-2,14%"
SilverBow,"26,40","28,69","26,37","-1,45","-5,21%"
Silvergate Cap,"12,21","14,18","11,90","-1,12","-8,40%"
SimilarWeb,"5,60","5,99","5,57","-0,10","-1,75%"
Simon Property,"122,25","125,86","121,94","-2,77","-2,22%"
Simpson Manufacturing,"96,66","100,18","96,55","-2,14","-2,17%"
Siriuspoint,"6,470","6,505","6,390","+0,010","+0,15%"
Site Centers,"13,09","13,45","12,94","-0,31","-2,31%"
Siteone Landscape Supply,"132,28","135,85","131,70","+0,23","+0,17%"
Sitio Royalties,"27,50","28,33","27,37","-0,26","-0,94%"
Six Flags,"25,45","26,73","25,32","-0,89","-3,38%"
SJW,"77,95","79,37","77,05","-1,11","-1,40%"
SK Telecom ADR,"21,02","21,25","20,99","+0,07","+0,31%"
Skechers,"46,06","46,41","45,41","-0,16","-0,35%"
Skeena Resources,"6,12","6,46","6,09","-0,17","-2,70%"
Skillsoft Corp Class A,"1,790","1,910","1,770","-0,050","-2,72%"
Skillz Platform,"0,72","0,83","0,71","-0,03","-3,68%"
Skyline,"56,29","59,62","56,10","-1,10","-1,92%"
SL Green,"37,22","38,40","36,88","-0,72","-1,90%"
SM Energy,"33,17","34,61","32,88","-0,33","-0,99%"
SmartRent,"2,77","2,86","2,71","+0,05","+1,84%"
Smartsheet,"42,83","44,05","42,14","-0,50","-1,15%"
Smith&Nephew SNATS,"28,01","28,57","28,01","-0,18","-0,64%"
Snap,"9,41","9,85","9,25","-0,26","-2,69%"
Snap-On,"240,89","248,49","240,82","-4,49","-1,83%"
Snowflake,"140,11","148,57","140,04","-5,61","-3,85%"
Solaris Oilfield,"10,170","10,950","10,140","-0,540","-5,04%"
SolarWinds Corp,"9,18","9,52","9,11","-0,14","-1,50%"
Solo Brands,"4,07","4,28","4,01","-0,03","-0,73%"
Sonendo,"2,66","2,80","2,47","+0,08","+3,10%"
Sonic Automotive,"48,11","50,39","47,93","-0,39","-0,80%"
Sonida Senior Living,"15,52","15,64","15,52","+0,22","+1,44%"
Sonoco Products,"59,23","60,60","59,22","-1,20","-1,99%"
Sony ADR,"86,68","88,29","86,61","-0,08","-0,09%"
Soquimich B ADR,"84,80","87,91","84,67","+0,26","+0,31%"
Sos Ltd,"6,660","8,138","6,580","-1,530","-18,68%"
South Jersey Industries,"35,81","35,91","35,70","+0,09","+0,25%"
Southern,"67,72","70,25","67,68","-2,33","-3,33%"
Southern Copper,"75,34","78,07","75,33","-0,07","-0,09%"
Southwest Airlines,"36,30","37,71","35,80","-0,74","-2,00%"
Southwest Gas Hold,"65,68","66,84","65,33","-0,43","-0,65%"
Southwestern Energy,"5,720","6,020","5,710","-0,290","-4,83%"
Spectrum Brands,"62,14","66,68","62,08","-3,46","-5,27%"
Spire,"70,39","72,36","70,11","-1,25","-1,74%"
Spire Global,"1,260","1,345","1,225","-0,070","-5,26%"
Spirit Aerosystems,"33,05","33,92","32,76","-0,64","-1,90%"
Spirit Airlines,"20,80","20,99","20,71","+0,04","+0,19%"
Spirit Realty,"41,64","42,67","41,63","-0,81","-1,91%"
Spotify Tech,"92,73","93,56","90,94","+0,98","+1,07%"
Sprinklr,"8,32","8,65","8,27","-0,18","-2,12%"
Sprott Inc.,"41,04","41,73","40,62","+0,80","+1,99%"
Spruce Power Holding,"1,290","1,350","1,250","+0,010","+0,78%"
SPX Corp,"70,13","72,00","69,84","-1,12","-1,57%"
Squarespace,"22,36","22,52","21,89","+0,57","+2,62%"
Sqz Bio,"0,77","0,92","0,76","-0,10","-11,59%"
St Joe,"42,87","44,14","42,61","-0,04","-0,09%"
STAG Industrial,"34,49","35,12","34,30","-0,36","-1,03%"
Standard Motor Products,"36,93","37,72","36,84","-0,45","-1,20%"
Standex,"111,02","112,26","110,34","+0,03","+0,03%"
Stanley Black Decker,"87,80","90,64","87,39","-0,90","-1,01%"
Stantec,"51,07","52,71","50,91","-0,60","-1,16%"
StarTek,"4,060","4,285","4,030","-0,210","-4,92%"
Starwood Property,"20,04","20,42","20,00","-0,17","-0,84%"
State Street,"81,54","83,29","81,52","-1,46","-1,76%"
Steelcase,"7,53","7,82","7,51","-0,25","-3,21%"
Stellantis NV,"15,28","15,69","15,27","-0,17","-1,10%"
Stem,"10,28","11,00","10,11","-0,09","-0,87%"
Stepan,"109,89","112,31","109,62","-1,79","-1,60%"
STERIS,"195,14","200,14","194,71","-4,74","-2,37%"
Stevanato Group SpA,"19,32","19,92","19,10","-0,29","-1,48%"
Stewart Info Services,"46,00","47,46","45,99","+0,05","+0,11%"
Stifel,"61,63","63,25","61,62","-1,47","-2,33%"
STMicroelectronics ADR,"42,29","43,23","42,25","+0,56","+1,34%"
Stoneridge,"22,42","23,14","22,41","-0,27","-1,19%"
Store Capital Corp,"32,13","32,18","32,12","-0,02","-0,06%"
Stride,"31,77","32,53","31,77","-0,28","-0,87%"
Stryker,"252,02","256,21","251,35","-4,38","-1,71%"
Studio City,"6,75","7,28","6,50","-0,11","-1,60%"
Sturm Ruger&Company,"53,98","54,81","53,93","-0,26","-0,48%"
Sumitomo Mitsui Financial ADR,"8,580","8,690","8,560","-0,090","-1,04%"
Summit Hotel Properties,"7,480","7,655","7,465","-0,080","-1,06%"
Summit Materials Inc,"31,40","32,40","31,36","-0,50","-1,57%"
Sun,"147,64","149,84","147,01","-1,80","-1,20%"
Sun Life Financial,"47,90","48,69","47,82","-0,64","-1,32%"
SunCoke Energy,"9,030","9,300","9,030","-0,140","-1,53%"
Suncor Energy,"32,37","33,54","32,35","-0,52","-1,58%"
Sunlands Tech,"10,6700","11,0500","10,2700","+0,1700","+1,62%"
Sunlight Fin Holdings,"1,330","1,450","1,320","-0,020","-1,48%"
Sunnova Energy,"21,82","22,64","21,37","+0,06","+0,28%"
Sunstone Hotel Investors,"9,91","10,18","9,91","-0,20","-1,98%"
Superior Industries,"5,240","5,336","5,160","+0,040","+0,77%"
Suzano Papel ADR,"9,63","9,91","9,63","-0,41","-4,08%"
Sweetgreen,"9,74","10,18","9,74","-0,09","-0,92%"
Sylvamo,"47,38","48,23","46,71","-0,19","-0,40%"
Synchrony Financial,"33,21","34,22","33,18","-0,46","-1,37%"
Synnex,"107,89","111,57","107,75","-2,13","-1,94%"
Synovus,"37,02","38,78","36,90","-1,92","-4,93%"
Sysco,"77,30","80,21","77,22","-2,57","-3,22%"
System1,"4,740","4,850","4,500","+0,120","+2,60%"
Taiwan Semiconductor,"89,47","91,22","89,36","+0,48","+0,54%"
Takeda Pharma ADR,"16,14","16,27","16,12","-0,01","-0,06%"
TAL Education,"7,97","8,27","7,93","-0,08","-0,99%"
Talos Energy,"19,10","21,13","19,10","-1,72","-8,26%"
Tanger Factory Outlet Centers,"18,11","18,57","18,05","-0,29","-1,58%"
Tapestry,"43,75","44,09","43,48","+0,12","+0,28%"
Targa Resources,"73,42","75,85","73,38","-1,72","-2,29%"
Target,"160,83","165,19","160,63","-1,27","-0,78%"
Taro Pharma Industries,"31,59","31,59","31,07","+0,45","+1,45%"
Tata Motors ADR,"24,40","24,82","24,36","-0,39","-1,57%"
Taylor Morn Home,"32,88","34,02","32,84","-0,43","-1,29%"
TC Energy,"42,75","43,38","42,74","-0,33","-0,77%"
TDCX ADR,"12,04","13,76","11,94","-1,66","-12,12%"
TE Connectivity,"123,29","125,75","123,17","-0,92","-0,74%"
Team,"8,680","8,930","8,600","0,000","0,00%"
TechnipFMC,"12,420","13,150","12,400","-0,510","-3,94%"
Teck Resources B,"41,09","42,68","41,06","+0,25","+0,61%"
Tecnoglass,"32,61","34,63","32,05","-0,22","-0,67%"
Teekay,"4,440","4,790","4,430","-0,260","-5,53%"
Teekay Tankers,"28,84","30,57","28,83","-0,79","-2,67%"
Tegna,"20,01","20,09","19,86","+0,15","+0,76%"
Tejon Ranch,"19,69","20,60","19,65","-0,58","-2,86%"
Teladoc Inc,"26,36","28,75","26,36","-1,86","-6,59%"
Telecom Argentina ADR,"5,880","6,580","5,830","-0,580","-8,98%"
Teledyne Technologies,"405,73","420,40","404,63","-10,24","-2,46%"
Teleflex,"236,44","243,26","235,19","-4,66","-1,93%"
Telefonica ADR,"3,840","3,910","3,840","-0,110","-2,78%"
Telefonica Brasil ADR,"7,660","7,740","7,490","+0,050","+0,66%"
Telephone&Data Systems,"11,40","11,80","11,31","-0,28","-2,40%"
Telkom Indonesia B ADR,"25,59","26,03","25,30","-0,22","-0,85%"
